"Id","Name","Aka","Type","Clan","Adv","Group","Capacity","Disciplines","Card Text","Set","Title","Banned","Artist"
"200396","Earl","","Vampire","Ventrue","","3","4","dom for pot","Camarilla.","CE:V, Anarchs:PAG, BSC:X","","","Becky Cloonan"
"200397","Earl ""Shaka74"" Deams","","Imbued","Visionary","","4","6","jud mar viz","Earl gets +1 stealth on actions other than actions to enter combat. During your unlock phase, if you control more than two ready imbued, Earl burns 1 conviction [1 CONVICTION].","NoR:U","","","David Day"
"200398","Ebanezer Roush","","Vampire","Nosferatu","","1","8","pro ANI OBF POT","Camarilla: Ebanezer may enter combat with a vampire of capacity below 4 controlled by your predator or prey as a +2 stealth (D) action.","Jyhad:V, VTES:V, Tenth:A","","","Daniel Gelon"
"200399","Echo","","Vampire","Nosferatu","","4","7","aus dom CEL OBF POT","Camarilla: Echo gets +1 strength in combat with a Red List minion.","Promo-20050115, KMW:PAl","","","Rik Martin"
"200400","Eddie Gaines","","Vampire","Caitiff","","3","1","dem pot","Camarilla: If Eddie successfully hunts, he does not unlock as normal during his next unlock phase.","Anarchs:PAG","","","Lawrence Snelly"
"200401","Edith Blount","","Vampire","Toreador","","3","5","aus cel pot vic","Camarilla: If Enid Blount is in your ready region, Edith gets an optional maneuver and an optional press each combat.","CE:V, BSC:X","","","Christopher Shy"
"200402","Edward Neally","","Vampire","Ventrue antitribu","","3","7","aus pre DOM FOR","Sabbat: If Edward is ready, you can use a master phase action to increase your hand size by 1 card for the remainder of the turn. Edward can look at your prey's hand as a +1 stealth (D) action that costs 1 blood.","CE:V, BSC:X","","","Mike Huddleston"
"200403","Edward Vignes","","Vampire","Ventrue","","3","6","for DOM PRE","Camarilla: You may burn a card that requires Dominate [dom] from your hand to cause an action directed at Edward to fail.","CE:V/PV, BSC:X","","","Lawrence Snelly"
"200404","Effie Lowery","","Vampire","Ahrimane","","4","5","obf ANI SPI","Sabbat: Sterile.","LoB:U","","","Christopher Shy"
"200405","Egothha","","Vampire","Harbinger of Skulls","","2","7","obf AUS FOR NEC","Sabbat: During your unlock phase, if Egothha is ready, your prey burns the top card of his or her library, and if that card is a master card, Egothha gains 1 blood.","BL:U2","","","Lawrence Snelly"
"200406","Ehrich Weiss","","Vampire","Tremere","","3","3","dom tha","Camarilla.","CE:V, BSC:X","","","Quinton Hoover"
"201585","Elen Kamjian","","Vampire","Brujah","","6","4","CEL POT","Anarch: If you control a locked minion, Elen must bleed with +1 bleed as a (D) action unless she must hunt.","V5A:PB1","","","Mark Kelly"
"200407","Elena Gutierrez","","Vampire","Ventrue","","3","4","aus dom pre","Camarilla.","CE:V/PV, BSC:X","","","Scott Fischer"
"200408","Elena Mendoza Vasquez","","Vampire","Tremere antitribu","","3","6","dom obt AUS THA","Sabbat.","Anarchs:U2","","","Peter Bergting"
"200409","Elihu","","Vampire","Baali","","4","6","dai for POT PRE","Independent: Elihu inflicts +2 damage with melee weapons. His strikes with melee weapons cannot be dodged. Infernal.","KMW:U","","","James Stowe"
"200410","Elimelech the Twice-Damned","","Vampire","Ventrue antitribu","","5","11","pro AUS DEM DOM FOR OBF","Sabbat. Black Hand. Seraph: Elimelech strikes with first strike. +1 bleed. +1 strength.","SoC:V","","","Jeff Laubenstein"
"200411","Eliott Sinclair, Virtuoso Thespian","","Vampire","Toreador","","1","7","aus cel PRE","Camarilla primogen: +1 strength.","Jyhad:V, VTES:V, Tenth:B","primogen","","Douglas Shuler"
"200412","Elisabetta Romano","","Vampire","Tremere","","2","6","dom pro qui tha","Camarilla primogen: Elisabetta gets +1 bleed when bleeding a Methuselah who controls a ready Follower of Set.","AH:V3, CE:PTr","primogen","","L. A. Williams"
"201586","Elisha Tucker","","Vampire","Follower of Set","","6","6","cel obf pro PRE","Anarch Baron of Pittsburgh.","V5A:PMin1","baron","","Ken Meyer, Jr."
"200413","Elizabeth Conde","","Vampire","Ishtarri","","4","5","pre CEL FOR","Laibon.","EK:U","","","Leif Jones"
"200414","Elizabeth Dimitros","","Vampire","Follower of Set","","3","4","obf SER","Independent: /Hesha Ruhadze/ cannot block Elizabeth.","TU:C/B2","","","Ginés Quiñonero"
"200415","Elizabeth Westcott","","Vampire","Tzimisce","","3","5","ani cel vic AUS","Sabbat.","Anarchs:U2, Third:PTz","","","David Day"
"200416","Ellen Fence, the Tracker","","Vampire","Gangrel antitribu","","2","8","aus CEL OBF PRO","Sabbat bishop: Ellen can enter combat with any locked minion controlled by your predator or prey as a (D) action.","SW:U","bishop","","Christopher Shy"
"200417","Ellison Humboldt","","Vampire","Nosferatu","","3","9","pro ANI OBF POT PRE","Camarilla primogen: Princes cannot block Ellison. During a referendum, Ellison may burn a blood to force a ready prince to cast votes and ballots as Ellison's controller wishes. This can change the prince's votes and ballots.","CE:V/PN, BSC:X","primogen","","Christopher Shy"
"200418","Ember Wright","","Vampire","Tremere antitribu","","3","3","aus dom","Sabbat.","BH:PTr, SP:PwN1","","","Andrew Trabbold"
"200419","Emerson Bridges","","Vampire","Ventrue","","1","8","pot DOM FOR PRE","Camarilla Prince of Washington, DC.","Jyhad:V, VTES:V, Tenth:B","prince","","John Bridges"
"200420","Emerson Wilkershire III","","Vampire","Toreador","","3","2","pre","Camarilla.","CE:V, BSC:X","","","Kieran Yanner"
"200421","Emily Carson","","Vampire","Ventrue","","5","5","for pre DOM","Camarilla primogen: During your discard phase, Emily can burn the Edge to unlock.","KoT:V/B1, FB:PV1","primogen","","Trevor Claxton"
"200422","Enam","","Vampire","Assamite","","3","6","cel obf pre QUI","Camarilla Prince of Cordoba: Blood cursed.","TU:C/A2","prince","","Rubén Bravo"
"200423","Enid Blount","","Vampire","Toreador","","3","5","aus dom pre vic","Camarilla: If Edith Blount is in your ready region, she may burn a blood to give Enid +1 stealth for the current action.","CE:V, BSC:X","","","Christopher Shy"
"200424","Enkidu, The Noah","","Vampire","Gangrel antitribu","","4","11","for ANI CEL OBF POT PRO","Sabbat. Red List: Enkidu can enter combat with any minion as a (D) action. If Enkidu successfully performs an action to employ a retainer, he unlocks at the end of the turn. He cannot have or use equipment. +2 strength.","KMW:U/PG","","","Mark Nelson"
"200425","Enzo Giovanni, Pentex Board of Directors","","Vampire","Giovanni","","2","8","ani pot tha DOM NEC","Independent: Enzo ignores the normal prey or predator restrictions for blocking actions while a vampire controlled by another Methuselah is performing a political action. He gets +1 intercept during political actions not performed by a prince, justicar, or Inner Circle member.","DS:V, FN:PG, POD:DTC","","","Mark Tedin"
"200426","Enzo Giovanni, Pentex Board of Directors","","Vampire","Giovanni","Advanced","2","8","ani pre tha DOM NEC POT","Independent: During the polling step of any political action, Enzo can burn 1 blood to get +4 votes against the referendum.
[MERGED] If a referendum fails, your prey burns 1 pool.","TU:C/B2","","","Mark Kelly"
"200427","Epikasta Rigatos","","Vampire","Toreador","","4","8","cel AUS DOM PRE","Camarilla Prince of New York: You can move an action card Epikasta played from your ash heap to your library after resolution (shuffle afterward).","KoT:PT2/B2, FB:PTo1","prince","","Becky Jollensten"
"200428","Erebus","","Vampire","Harbinger of Skulls","","3","7","dem AUS FOR NEC","Independent: Wraiths (allies and retainers) cost Erebus 1 fewer blood or pool.","LK:3","","","Ginés Quiñonero"
"200429","Eric Kressida","","Vampire","Tremere antitribu","","4","8","cel AUS DOM PRO THA","Sabbat bishop: If Eric is in torpor during any other Methuselah's discard phase, you may burn the Edge to move him to your ready region.","Third:V","bishop","","Jeff Holt"
"200430","Eric Milliner","","Vampire","Giovanni","","5","2","pot","Independent.","LotN:U, POD:DTC","","","Ken Meyer, Jr."
"200431","Erichtho","","Vampire","Tremere","","3","8","cel obf AUS DOM THA","Camarilla: Actions to recruit or employ mages cost Erichtho 1 less pool or blood.","CE:V, BSC:X","","","Lawrence Snelly"
"200432","Erick ""Shophet125"" Franco","","Imbued","Judge","","4","4","inn jud","If Erick successfully enters combat with a monster as an action, he may gain a conviction [1 CONVICTION] from your hand or ash heap (before combat begins).","NoR:U","","","Jim Pavelec"
"200433","Erinyi","","Vampire","Gargoyle","","2","3","pot vis","Sabbat: Erinyi gets -1 strength in combat with a Gangrel antitribu. Flight [FLIGHT].","BL:U1","","","Christopher Shy"
"200434","Erlik","","Vampire","Harbinger of Skulls","","3","10","AUS CEL FOR NEC THN","Sabbat: As Erlik enters play, you can distribute up to 5 blood from him to any of your uncontrolled Harbingers of Skulls. +1 bleed. +1 hand size.","LK:3","","","Ginés Quiñonero"
"200435","Ermenegildo, The Rake","","Vampire","Lasombra","","4","5","pot DOM OBT","Sabbat: Black Hand.","Third:V, HttB:PKia, POD:DTC","","","Ken Meyer, Jr."
"200436","Esau","","Vampire","Malkavian","","3","10","AUS DEM DOM OBF PRE","Camarilla: When Esau declares a bleed action, he may burn 1 blood to flip a coin. If it's heads, Esau gets an additional +1 bleed for that action. +1 bleed.","CE:V, BSC:X","","","Lawrence Snelly"
"200437","Esoara","","Vampire","Tremere antitribu","","4","5","aus for pot DOM","Sabbat.","Third:PTr2","","","Richard Thomas"
"200438","Ethan Locke","","Vampire","Tremere antitribu","","2","9","aus cel pot DOM THA","Sabbat Archbishop of Toronto: As a (D) action, Ethan may steal a Discipline master card from another vampire (moving the card to himself) if he does not already possess the superior level of that Discipline.","Sabbat:V, Tenth:A","archbishop","","Ken Meyer, Jr."
"200439","Étienne Fauberge","Etienne Fauberge","Vampire","Ravnos","","3","8","ANI CEL CHI FOR","Independent: Actions directed at Étienne cost 1 additional blood. Damage from Étienne's hand strikes is aggravated in combat with a Baali or Follower of Set.","Anarchs:U2, POD:DTC","","","Jeff Holt"
"200440","Etrius","","Vampire","Tremere","","2","11","pro AUS DOM OBF THA","Camarilla Tremere Inner Circle: Etrius may steal up to 3 blood from a Tremere vampire as a +1 stealth (D) action. +2 bleed.","DS:V, CE:PTr","inner circle","","Steve Casper"
"200441","Eugene","","Vampire","Toreador","","4","8","AUS CEL FOR PRE","Camarilla primogen: Once each combat, Eugene can strike: dodge.","KoT:PT2/B1","primogen","","Mathias Kollros"
"200442","Eugenio Estevez","","Vampire","Tremere","","3","6","dom for AUS THA","Camarilla.","CE:V, Anarchs:PAG, BSC:X","","","Chris Stevens"
"200443","Eurayle Gelasia Mylonas","","Vampire","Salubri","","4","6","for pre AUS OBE","Independent: Eurayle may unlock any minion as an action. If you control the minion, this is a +2 stealth action. Scarce.","LoB:U","","","Peter Bergting"
"200444","Evan Klein","","Vampire","Malkavian","","3","5","aus dem pre OBF","Camarilla.","CE:V, BSC:X","","","Christopher Shy"
"201627","Evan Klein","","Vampire","Malkavian","","6","5","aus dom pre OBF","Camarilla: As a minion announces an action directed at Evan, flip a coin; if it is tails, the action fails.","NB:PM1","","","Ken Meyer, Jr."
"200445","Evan Rogers","","Vampire","Assamite","","4","3","cel qui","Independent: Blood cursed.","LotN:PA2, POD:DTC","","","Lawrence Snelly"
"200446","Evangeline","","Vampire","Brujah antitribu","","2","4","cel pot pre","Sabbat.","SW:C","","","Christopher Shy"
"200447","Evil Jensen","","Vampire","Daughter of Cacophony","","4","6","mel nec pot FOR PRE","Independent: Evil Jensen can search your crypt for {a} vampire and move them to your uncontrolled region as a +1 stealth action that costs 2 pool (shuffle afterward). She must burn 1 blood to attempt to block older vampires.","HttB:U/B2","","","Chad Michael Ward"
"200448","Eze, The Demon Prince","","Vampire","Guruhi","","3","11","aus ANI NEC POT PRE THA","Laibon magaji: Eze gets 1 additional vote. Once each turn when Eze successfully performs a non-hunt action, he unlocks after resolving that action.","LoB:U","magaji","","Mark Poole"
"200449","Ezekiel, Lord of Montreal","","Vampire","Follower of Set","","3","6","obf pot PRE SER","Sabbat: Black Hand.","BH:U2, POD:DTC","","","David Day"
"200450","Ezmerelda","","Vampire","Ravnos","","2","11","dom tha ANI CHI FOR PRE","Independent. 2 votes (titled): If Ezmerelda is ready during your unlock phase, you can remove her from the game to gain 11 pool. +1 bleed.","FN:R, POD:DTC","2 votes","","Christopher Shy"
"200451","Ezra Hawthorne","","Vampire","Tremere","","4","2","tha","Camarilla.","KoT:V/B1","","","Mattias Tapia"
"200452","Fabrizia Contreraz","","Vampire","Malkavian antitribu","","4","4","dem pot","Sabbat Archbishop of Miami: If your prey controls no ready Camarilla vampires, Fabrizia gets two fewer votes in each referendum.","Third:V","archbishop","","Chad Michael Ward"
"200453","Fahd al-Zawba'a","","Vampire","Toreador","","4","4","cel for pre","Camarilla.","Gehenna:U","","","Randy Gallegos"
"200454","Fairuza","","Vampire","Brujah antitribu","","5","4","pre CEL","Sabbat: Fairuza may burn 1 blood or life from a minion controlled by your prey as a (D) action. She gets -1 bleed when bleeding a Methuselah who controls a ready minion.","SoC:V","","","Ken Meyer, Jr."
"200455","Fakir al Sidi","","Vampire","Gangrel","","4","11","abo ANI FOR PRE PRO THA","Independent: Fakir can burn 3 blood during the polling step of a political action before votes and ballots are cast to have the referendum fail. He gets 1 optional press each combat. +1 bleed. +1 strength.","KoT:V/A2","","","Ed Tadem"
"200456","Falhu Shibaba","","Vampire","Ishtarri","","3","8","ani CEL CHI FOR PRE","Laibon magaji: Any Laibon may take a (D) action that costs 1 blood to lock Falhu and cause him not to unlock as normal on his next unlock phase.","LoB:U","magaji","","Ken Meyer, Jr."
"201587","Farah Sarroub","","Vampire","Assamite","","6","7","aus obf CEL THA","Camarilla Prince of Detroit.","V5A:PBh1","prince","","Krasen Maximov"
"200457","Faruq","","Vampire","Gangrel","","2","8","dom for pot ANI PRO","Camarilla: Faruq may enter combat with any Assamite controlled by another Methuselah as a (D) action. In that combat, Faruq gets +1 strength.","AH:V3, Anarchs:PG","","","Phillip Tan"
"201588","Faruq Abd al-Qadir","","Vampire","Follower of Set","","6","8","cel obf POT PRE PRO","Anarch: Minions with any of your corruption counters in combat with Faruq cannot strike: combat ends. +1 strength.","V5A:PMin1","","","Francisco Tébar"
"200458","Father Juan Carlos","","Vampire","Brujah antitribu","","4","6","aus cel pot tha PRE","Sabbat: During a bleed action, Father Juan may burn a blood to get -1 bleed and +1 stealth.","Third:PB2","","","Jim Pavelec"
"200459","Fatima al-Faqadi","","Vampire","Assamite","","2","8","aus for CEL OBF QUI","Independent: Once each combat, before range is determined, Fatima can equip with a weapon from your hand (requirements and cost apply as normal). Blood cursed.","Promo-20010428, FN:PA, POD:DTC","","","John Van Fleet"
"200460","Federico di Padua","","Vampire","Nosferatu","","5","7","ani AUS OBF POT","Camarilla: Federico gets 1 optional maneuver during the first round of combat.","KoT:V/A1, HttB:PSam","","","Tony Shasteen"
"200461","Felicia Mostrom","","Vampire","Toreador","","1","5","pre AUS CEL","Camarilla.","Jyhad:V, VTES:V, Tenth:A","","","Margaret Organ-Kean"
"200462","Feo Ramos","","Vampire","Pander","","3","1","aus","Sabbat: During your unlock phase, any older Sabbat vampire controlled by another Methuselah can burn 1 blood to lock Feo.","Anarchs:U2","","","Christopher Shy"
"200463","Fergus Alexander","","Vampire","Gangrel","","5","3","pot pro","Camarilla: Fergus can enter combat with a locked Sabbat vampire as a (D) action.","KoT:V/A1","","","Justin Norman"
"200464","Ferox, The Rock Lord","","Vampire","Gargoyle","","2","7","ani FOR POT VIS","Independent: Ferox can enter combat with a Nosferatu controlled by another Methuselah as a (D) action. Younger vampires must burn 1 blood to attempt to block Ferox. Ferox cannot commit diablerie. Flight [FLIGHT].","BL:U1","","","Christopher Shy"
"200465","Ferox, The Rock Lord","","Vampire","Gargoyle","Advanced","2","7","ani FOR POT VIS","Advanced, Independent: Minions opposing Ferox in combat cannot play cards that require Necromancy [nec] or Thaumaturgy [tha]. He cannot commit diablerie. Flight [FLIGHT].
[MERGED] Ferox gets +1 intercept when attempting to block (D) actions.","Gehenna:U","","","Mark Nelson"
